Emoji,Unicode Name,Description
🛋️,Couch and Lamp,relaxing at sea
🎁,Wrapped Gift,ribbon
📚,Books,stack of reading
📚,Books,stack of equations
📚,Books,stackhouse reading
📚,Books,stack of papers
📂,Open File Folder,digital
🧬,DNA,life
📂,Open File Folder,records
🍰,Shortcake,treat cake
🍰,Shortcake,treatability
🙏,Folded Hands,hoping
🏮,Red Paper Lantern,celebration lantern
✨,Sparkles,bright
📱,Mobile Phone,technology
✨,Sparkles,sparkles emoji
✨,Sparkles,toyota emoji
✨,Sparkles,nissan emoji
☀️,Sun,bright
📚,Books,library books
📚,Books,library service
🔔,Bell,classic bell
🔔,Bell,classic hits
🔔,Bell,classic wrestling
💔,Broken Heart,sad lonely
💔,Broken Heart,too lonely
🔒,Locked,login
🎈,Balloon,balloon red
🎈,Balloon,cherry red
🎈,Balloon,bright red
🌍,Globe Showing Europe-Africa,international news
🌍,Globe Showing Europe-Africa,cbs news
🌍,Globe Showing Europe-Africa,international rankings
🪒,Razor,sharp edge
🪒,Razor,jagged edge
🪒,Razor,sharpney
🔑,Key,key
✨,Sparkles,sparkly
🚀,Rocket,launch sky
🚀,Rocket,launch date
🚀,Rocket,vanilla sky
🚀,Rocket,grey sky
😍,Smiling Face with Heart-Eyes,so dreamy
😍,Smiling Face with Heart-Eyes,sweet dreamy
😍,Smiling Face with Heart-Eyes,very dreamy
😍,Smiling Face with Heart-Eyes,always dreamy
✏️,Pencil,tool pencil
✏️,Pencil,toolkit
🧭,Compass,compass navigation
🧭,Compass,aerial navigation
🧭,Compass,maritime navigation
🙄,Face with Rolling Eyes,boring
🌡️,Thermometer,cold
🧪,Test Tube,research tube
🧪,Test Tube,research institutes
🥪,Sandwich,layered food item
🥪,Sandwich,staple food item
🥪,Sandwich,favorite food item
🥪,Sandwich,layered household item
📏,Straight Ruler,line
🚂,Locomotive,travel
🍦,Soft Serve,frozen
🍰,Shortcake,treat
🖋️,Fountain Pen,ink pen
🔑,Key,key success
🔑,Key,commercial success
🔑,Key,great success
🐱,Cat Face,independent pet animal
🐱,Cat Face,independent petrel
🐱,Cat Face,best pet animal
🐱,Cat Face,independent pet society
✏️,Pencil,sketching
💀,Skull,dying of laughter
💀,Skull,dying of hunger
💀,Skull,sounds of laughter
✨,Sparkles,shiny and new
✨,Sparkles,shiny and shiny
📱,Mobile Phone,device phone
📱,Mobile Phone,device mapping
🍺,Beer Mug,craft
🐶,Dog Face,pet
🍕,Pizza,pie
📱,Mobile Phone,phone modern
📱,Mobile Phone,ultra modern
❄️,Snowflake,flake snowflake
❄️,Snowflake,flakeweed
🚽,Toilet,toilet plumbing
🚽,Toilet,indoor plumbing
🚽,Toilet,electrical plumbing
📈,Chart Increasing,scaling top
📈,Chart Increasing,table top
👍,Thumbs Up,sounds good
👍,Thumbs Up,soundspace
👍,Thumbs Up,be good
🔔,Bell,chime
🧹,Broom,sweep floor
🧹,Broom,sweeper
🧹,Broom,dance floor
🧸,Teddy Bear,comfort toy
⌛,Hourglass Done,time hourglass
⌛,Hourglass Done,an hourglass
⌛,Hourglass Done,silver hourglass
🪒,Razor,shaving razor
🪒,Razor,shaving machine
🪒,Razor,shaving machines
🚀,Rocket,engine start
🚀,Rocket,engine displacement
🚀,Rocket,slow start
🚀,Rocket,premature start
😂,Face with Tears of Joy,lmfao
😴,Sleeping Face,slumber
🥗,Green Salad,healthy salad
🥗,Green Salad,healthy lifestyle
🍦,Soft Serve,white cream swirl
🍦,Soft Serve,ice cream swirl
🍦,Soft Serve,white snow swirl
🚀,Rocket,start
🪒,Razor,sharp blade tool
🪒,Razor,precision blade tool
🪒,Razor,sharp bladelets
🪒,Razor,sharp blade tip
💀,Skull,spooky
📑,Bookmark Tabs,organization
🧼,Soap,hygiene soap
📡,Satellite Antenna,dish antenna
📡,Satellite Antenna,dishout
📡,Satellite Antenna,dishware
⌛,Hourglass Done,counting
🧭,Compass,tool
🔨,Hammer,project
💰,Money Bag,financial
😍,Smiling Face with Heart-Eyes,looking at something beautiful
😍,Smiling Face with Heart-Eyes,looking for something beautiful
😍,Smiling Face with Heart-Eyes,gazing at something beautiful
😍,Smiling Face with Heart-Eyes,looking at this beautiful
📓,Notebook,diary notebook
🚪,Door,house
🏠,House,neighborhood
📍,Round Pushpin,pushpin
🔔,Bell,shape bell
🔔,Bell,shape parameter
✏️,Pencil,drawing
📏,Straight Ruler,tool
✈️,Airplane,pilot and cabin
✈️,Airplane,cabin and cabin
✈️,Airplane,pilot and navigator
✈️,Airplane,pilot and observer
🔋,Battery,battery energy
🔋,Battery,renewable energy
🔭,Telescope,stars telescope
🔭,Telescope,starship
🎾,Tennis,volley tennis
🎾,Tennis,lawn tennis
📏,Straight Ruler,line ruler
🎸,Guitar,making a song
🎸,Guitar,making a difference
🎸,Guitar,making another song
💡,Light Bulb,new invention plan
💡,Light Bulb,new strategic plan
💡,Light Bulb,national invention plan
💡,Light Bulb,nasa invention plan
👍,Thumbs Up,fine
🔔,Bell,bell ring
🔔,Bell,outer ring
🍺,Beer Mug,glass beer
🍺,Beer Mug,glassworks
🚲,Bicycle,human powered vehicle
🚲,Bicycle,human powered vehicles
🚲,Bicycle,human powered robots
🔌,Electric Plug,energy
😍,Smiling Face with Heart-Eyes,total babe
😍,Smiling Face with Heart-Eyes,total points
😍,Smiling Face with Heart-Eyes,banana babe
🚪,Door,wooden door frame
🚪,Door,wooden wood frame
🚪,Door,wooden timber frame
🚪,Door,wooden door handle
🕯️,Candle,candle light
🖼️,Framed Picture,picture painting
🖼️,Framed Picture,abstract painting
⚽,Soccer Ball,cup ball
⚽,Soccer Ball,cup competition
📸,Camera with Flash,smile
🛳️,Passenger Ship,ship passenger
🛳️,Passenger Ship,per passenger
🚽,Toilet,toilet restroom
🚽,Toilet,emergency restroom
🪒,Razor,razor safety
🪒,Razor,road safety
🪒,Razor,occupational safety
⌛,Hourglass Done,timer
✂️,Scissors,office supplies
✂️,Scissors,office building
✂️,Scissors,basic supplies
✂️,Scissors,essential supplies
🚂,Locomotive,train tracks
🚂,Locomotive,all tracks
🚂,Locomotive,train station
💔,Broken Heart,pieces
😊,Smiling Face with Smiling Eyes,happiness
🧭,Compass,instrument
🛏️,Bed,soft
🌈,Rainbow,pride
🕯️,Candle,emergency light
🕯️,Candle,emergency services
📚,Books,education books
📚,Books,education policy
📚,Books,education agency
🍺,Beer Mug,ale beer
🍺,Beer Mug,alenia
🏮,Red Paper Lantern,lantern lamp
🛁,Bathtub,cleaning
🤣,Rolling on the Floor Laughing,laughing until it hurts
🤣,Rolling on the Floor Laughing,wait until it hurts
🤣,Rolling on the Floor Laughing,laughing if it hurts
🤣,Rolling on the Floor Laughing,laughing when it hurts
🧼,Soap,bathroom
😂,Face with Tears of Joy,too funny
😂,Face with Tears of Joy,too much
😂,Face with Tears of Joy,pretty funny
😂,Face with Tears of Joy,too bad
🛏️,Bed,soft bed
🛏️,Bed,softwood
🚪,Door,opening or closing
🚪,Door,breaking or closing
🚪,Door,opening ceremony closing
🚪,Door,opening or ending
🍕,Pizza,i am hungry for italian
🍕,Pizza,me am hungry for italian
🍕,Pizza,we am hungry for italian
🍕,Pizza,i am sorry for italian
📂,Open File Folder,holding data
📂,Open File Folder,demographic data
🚪,Door,exit door
🚪,Door,exit 13
🔒,Locked,digital
💀,Skull,skeleton vibes
💀,Skull,bad vibes
💀,Skull,ghetto vibes
🛳️,Passenger Ship,vacation on water
🛳️,Passenger Ship,reflections on water
🛳️,Passenger Ship,vacation on vacation
🛳️,Passenger Ship,vacation on safari
💰,Money Bag,jackpot bag
🎈,Balloon,balloon shape
🎈,Balloon,irregular shape
🎸,Guitar,guitar time
🎸,Guitar,all time
🎸,Guitar,extra time
🌡️,Thermometer,medical
🍕,Pizza,pizza slice
🍕,Pizza,pizza factory
🍕,Pizza,moon slice
🍕,Pizza,pizzazone
🏮,Red Paper Lantern,paper lamp
🏮,Red Paper Lantern,papermaking
🛳️,Passenger Ship,boat passenger
🛳️,Passenger Ship,first passenger
🍰,Shortcake,berries
✂️,Scissors,scissors paper
✂️,Scissors,wrapping paper
✂️,Scissors,white paper
🔭,Telescope,distant object view
🔭,Telescope,static object view
🔭,Telescope,distant object detection
🔭,Telescope,science
🔨,Hammer,renovation project
🔨,Hammer,pilot project
🔨,Hammer,innocence project
🔨,Hammer,millennium project
💻,Laptop,office laptop
💻,Laptop,office building
🍺,Beer Mug,pub
🧭,Compass,compass gear
🧭,Compass,steering gear
🚀,Rocket,ship
🛳️,Passenger Ship,transport
💔,Broken Heart,shattered love and trust
💔,Broken Heart,shattered lovemaking trust
💔,Broken Heart,shattered trust and trust
💔,Broken Heart,true love and trust
💻,Laptop,screen
📸,Camera with Flash,camera flash
📸,Camera with Flash,adobe flash
📸,Camera with Flash,grandmaster flash
🔑,Key,entering the building
🔑,Key,entering the competition
🔑,Key,entering the round
🔑,Key,entering exhibition building
🥪,Sandwich,deli sandwich
🥪,Sandwich,deli foods
🥪,Sandwich,deli supermarket
🕯️,Candle,candle
💰,Money Bag,money success
💀,Skull,humorously dying
💀,Skull,never dying
💀,Skull,still dying
💀,Skull,forever dying
🌍,Globe Showing Europe-Africa,globe view
🌍,Globe Showing Europe-Africa,harbour view
🌍,Globe Showing Europe-Africa,globemedia
🌍,Globe Showing Europe-Africa,mountain view
🔭,Telescope,astronomy telescope
😊,Smiling Face with Smiling Eyes,cheerful
🧸,Teddy Bear,teddy brown
🧸,Teddy Bear,charlie brown
🔒,Locked,login lock
🔒,Locked,login search
⌚,Watch,seconds
⌚,Watch,wrist
🚗,Automobile,vehicle car
🚗,Automobile,vehicle registration
🔋,Battery,green energy bar
🔋,Battery,green onion bar
🔋,Battery,thermal energy bar
🗺️,World Map,navigation tool
🗺️,World Map,simulation tool
🗺️,World Map,navigation aids
🗺️,World Map,mapping tool
🥳,Partying Face,special day
🥳,Partying Face,special effects
🥳,Partying Face,independence day
🧹,Broom,broom floor
🧹,Broom,2nd floor
🧹,Broom,second floor
💔,Broken Heart,loss vibes
💔,Broken Heart,loss percentage
🛳️,Passenger Ship,luxury cruise ship
🛳️,Passenger Ship,luxury cargo ship
🛳️,Passenger Ship,luxury sailing ship
🛳️,Passenger Ship,msc cruise ship
🔨,Hammer,construction
⌚,Watch,formal wrist wear
⌚,Watch,formal evening wear
⌚,Watch,formal formal wear
⌚,Watch,formal wrist surgery
🏀,Basketball,jersey ball
🏀,Basketball,jersey devils
🏀,Basketball,jersey rangers
🍔,Hamburger,fries burger
🍔,Hamburger,friesland
🧹,Broom,dust broom
🧹,Broom,broom broom
🧹,Broom,dust bowl
🧹,Broom,silver broom
⌚,Watch,device
🧬,DNA,molecule structure
🏠,House,building for family
🏠,House,building for tourism
🏠,House,recipe for family
😭,Loudly Crying Face,emotional wreck right now
😭,Loudly Crying Face,emotional wrecking now
😭,Loudly Crying Face,emotional wreckers now
😭,Loudly Crying Face,emotional wreck right away
🍺,Beer Mug,alcohol beer
🏮,Red Paper Lantern,red paper
🏮,Red Paper Lantern,wrapping paper
🎈,Balloon,string balloon
🎈,Balloon,kite balloon
🎈,Balloon,string theory
⚽,Soccer Ball,world cup sport
⚽,Soccer Ball,world equestrian sport
⚽,Soccer Ball,world para sport
☀️,Sun,light
🔌,Electric Plug,electrical outlet
🔌,Electric Plug,internet outlet
🔌,Electric Plug,electrical equipment
❄️,Snowflake,skiing
🔌,Electric Plug,socket plug
🧪,Test Tube,glass
✈️,Airplane,air flight
🤣,Rolling on the Floor Laughing,losing it from laughter
🤣,Rolling on the Floor Laughing,hide it from laughter
🤣,Rolling on the Floor Laughing,losing strength from laughter
🤣,Rolling on the Floor Laughing,losing it to laughter
🌧️,Cloud with Rain,pouring from clouds
🌧️,Cloud with Rain,pouring white clouds
🌧️,Cloud with Rain,pouring blue clouds
📸,Camera with Flash,photography
🔔,Bell,bell chime
🛳️,Passenger Ship,ship sailing
🧭,Compass,magnetic
🍷,Wine Glass,wine relax
🍷,Wine Glass,relax relax
🍷,Wine Glass,lets relax
🚽,Toilet,toilet water
🎈,Balloon,party
🚀,Rocket,moon travel
🚀,Rocket,google travel
🚀,Rocket,global travel
🚀,Rocket,moonwalk
⌛,Hourglass Done,hourglass
🤣,Rolling on the Floor Laughing,extreme joy
🤣,Rolling on the Floor Laughing,sweet joy
🤣,Rolling on the Floor Laughing,extreme heat
🤣,Rolling on the Floor Laughing,eternal joy
🍰,Shortcake,sweet
📱,Mobile Phone,electronic gadget
📱,Mobile Phone,toy gadget
📱,Mobile Phone,electronic engineering
😭,Loudly Crying Face,so much misery
😭,Loudly Crying Face,so much noise
🏠,House,architecture and roof
🏠,House,tower and roof
🏠,House,architecture with roof
🏠,House,architecture tile roof
🔑,Key,secret
🛳️,Passenger Ship,ship cruise
🛳️,Passenger Ship,caribbean cruise
📈,Chart Increasing,success vibes
🌍,Globe Showing Europe-Africa,nature earth
🔌,Electric Plug,wire
🎈,Balloon,party balloon
🚗,Automobile,steering the wheel
🚗,Automobile,spin the wheel
🚗,Automobile,steering the engine
🚗,Automobile,steering the vehicle
🥗,Green Salad,green salad
🥗,Green Salad,greenleaf
🥗,Green Salad,greenway
🤣,Rolling on the Floor Laughing,comedy gold
🤣,Rolling on the Floor Laughing,olympic gold
🤣,Rolling on the Floor Laughing,comedy central
🤣,Rolling on the Floor Laughing,solid gold
📑,Bookmark Tabs,library
💊,Pill,pill drug
🗺️,World Map,explorer's tool
🗺️,World Map,learning tool
🗺️,World Map,explorer's handbook
🗺️,World Map,geography
🎁,Wrapped Gift,gift offering
🎁,Wrapped Gift,public offering
🎁,Wrapped Gift,charitable offering
😴,Sleeping Face,drifting off to sleep
😴,Sleeping Face,drifting off to starboard
😴,Sleeping Face,go off to sleep
😴,Sleeping Face,drifting down to sleep
🧸,Teddy Bear,huggable toy
🧸,Teddy Bear,huggable creek
🧹,Broom,broom
🙄,Face with Rolling Eyes,eye roll emoji
🙄,Face with Rolling Eyes,eyeglass emoji
🙄,Face with Rolling Eyes,eye rollout
📡,Satellite Antenna,signal transmission
📡,Satellite Antenna,manual transmission
🌈,Rainbow,luck
🪒,Razor,grooming razor
🪒,Razor,razor razor
📸,Camera with Flash,light camera
📸,Camera with Flash,lightwood
📸,Camera with Flash,lightfoot
🕯️,Candle,glowing
⚽,Soccer Ball,soccer match
🚽,Toilet,toilet seat
🚽,Toilet,one seat
🪒,Razor,razor bathroom
📈,Chart Increasing,increasing chart
📈,Chart Increasing,increasing complexity
📈,Chart Increasing,increasing yields
🔦,Flashlight,bright
🐶,Dog Face,dog animal
🐶,Dog Face,stuffed animal
🐶,Dog Face,wild animal
🔬,Microscope,research microscope
🔬,Microscope,research institute
🎸,Guitar,stage
🎸,Guitar,stage guitar
💀,Skull,ghost vibes
🧬,DNA,ancestry
🛏️,Bed,night bed
🛏️,Bed,nightlife
🎸,Guitar,playing guitar
🎸,Guitar,playing doubles
😎,Smiling Face with Sunglasses,sunglasses
🍺,Beer Mug,cold lager mug
🍺,Beer Mug,ice lager mug
🍺,Beer Mug,cold chocolate mug
🍺,Beer Mug,cold lager brewery
🎸,Guitar,rehearsal
🧺,Basket,weave
😊,Smiling Face with Smiling Eyes,inner peace
😊,Smiling Face with Smiling Eyes,relative peace
😊,Smiling Face with Smiling Eyes,perpetual peace
😊,Smiling Face with Smiling Eyes,eternal peace
🍔,Hamburger,meat patty
🍔,Hamburger,patty patty
🧪,Test Tube,chemicals tube
🧪,Test Tube,chemicals engineering
🍔,Hamburger,bun with sesame seeds
🍔,Hamburger,bunyan sesame seeds
🍔,Hamburger,mixed with sesame seeds
🎈,Balloon,toy balloon
🎈,Balloon,toy factory
🛁,Bathtub,bath water
🛁,Bathtub,bathory
🛁,Bathtub,bathgate
✏️,Pencil,writing
🏀,Basketball,bouncing
🛋️,Couch and Lamp,corner
🙄,Face with Rolling Eyes,here we go again
🙄,Face with Rolling Eyes,here we meet again
🙄,Face with Rolling Eyes,everywhere we go again
🙄,Face with Rolling Eyes,here you go again
🤡,Clown Face,joke
🧼,Soap,soap hygiene
🧼,Soap,occupational hygiene
🚲,Bicycle,vehicle
📏,Straight Ruler,ruler school
📏,Straight Ruler,primary school
🤣,Rolling on the Floor Laughing,giggles
🚀,Rocket,launch
🎸,Guitar,acoustic instruments
🎸,Guitar,acoustic guitars
🍷,Wine Glass,glass wine
🍷,Wine Glass,glassworks
🍷,Wine Glass,glass house
📸,Camera with Flash,flash
🚿,Shower,drops
⌚,Watch,watch
🏮,Red Paper Lantern,cultural lantern
🏮,Red Paper Lantern,cultural tourism
🏮,Red Paper Lantern,cultural affairs
☀️,Sun,outdoor
🤣,Rolling on the Floor Laughing,extreme humor
🤣,Rolling on the Floor Laughing,good humor
🤣,Rolling on the Floor Laughing,extreme risk
🤡,Clown Face,circus performer
🤡,Clown Face,guest performer
🤡,Clown Face,featured performer
🙄,Face with Rolling Eyes,dismissive facial expression
🙄,Face with Rolling Eyes,dismissive facial expressions
🙄,Face with Rolling Eyes,dismissive verbal expression
🙄,Face with Rolling Eyes,dismissive political expression
🔭,Telescope,science of stars
🔭,Telescope,science of computing
🔭,Telescope,catalog of stars
🔭,Telescope,science fiction stars
🧹,Broom,cleaning broom
🐱,Cat Face,feline cat
🐱,Cat Face,feline creek
💊,Pill,chemical medicine
🍰,Shortcake,fluffy baked cake
🍰,Shortcake,fluffy baked potato
🍰,Shortcake,fluffy baked potatoes
🍰,Shortcake,fluffy baked beans
✂️,Scissors,hobby
🏠,House,home
❄️,Snowflake,white
🏮,Red Paper Lantern,symbol
🌈,Rainbow,hope
🍔,Hamburger,dinner to go
🍔,Hamburger,dinner to thee
🍔,Hamburger,dinner to dinner
😊,Smiling Face with Smiling Eyes,pleasant
🧼,Soap,bubbles
🚀,Rocket,engine
🚿,Shower,shower bath
🚿,Shower,bubble bath
📚,Books,books student
📚,Books,graduate student
❤️,Red Heart,dating life
❤️,Red Heart,everyday life
❤️,Red Heart,daily life
🧺,Basket,dirty laundry
🧺,Basket,steam laundry
🧺,Basket,laundry laundry
📑,Bookmark Tabs,sticky
🔭,Telescope,planet
🚪,Door,entering the room
🚪,Door,entering drawing room
🚪,Door,entering locker room
🚪,Door,enter the room
🛳️,Passenger Ship,sailing
🍺,Beer Mug,bar and pub
🍺,Beer Mug,restaurant and pub
🍺,Beer Mug,bar and ladder
🍺,Beer Mug,bar and grill
🧹,Broom,cleaning
